job,website,company,salary
Python研发工程师,http://company.zhaopin.com/P5/CC1488/1214/CC148812149.htm,上海慧语信息咨询有限公司,25000-45000
python网络爬虫工程师,http://company.zhaopin.com/CC485659437.htm,江西巨邦传媒有限公司上海分公司,15000-30000
Python工程师,http://company.zhaopin.com/CC459450617.htm,上海载和网络科技有限公司,10001-15000
python 开发工程师,http://company.zhaopin.com/CZ754662880.htm,上海墨沐金融信息服务有限公司,10000-20000
资深python开发工程师,http://company.zhaopin.com/CZ754662880.htm,上海墨沐金融信息服务有限公司,25000-35000
python软件工程师（工业机器人控制系统）,http://company.zhaopin.com/CZ576328630.htm,上海占圣智能科技有限公司,4000-8000
python开发工程师,http://company.zhaopin.com/CC632608635.htm,上海倍增智能科技有限公司,20000-35000
Python开发工程师,http://company.zhaopin.com/CZ462744780.htm,微瞰智能科技(上海)有限公司,10000-20000
python工程师,http://company.zhaopin.com/CZ618322630.htm,上海投嶒网络技术有限公司,8000-15000
区块链python后台工程师,http://company.zhaopin.com/CZ649416480.htm,上海彼脉网络信息科技有限公司,15001-20000
python软件开发工程师,http://company.zhaopin.com/CC476645784.htm,苏州图彩网络科技有限公司,8000-15000
Python运维工程师,http://company.zhaopin.com/CZ462744780.htm,微瞰智能科技(上海)有限公司,10000-20000
python爬虫工程师,http://company.zhaopin.com/CZ736454080.htm,上海琻瑢信息科技有限公司,8000-15000
Python高级开发工程师,http://company.zhaopin.com/CZ208217480.htm,上海智绘睿图信息科技有限公司,20001-30000
Python算法工程师,http://company.zhaopin.com/CZ736454080.htm,上海琻瑢信息科技有限公司,10000-15000
Python高级开发工程师,http://company.zhaopin.com/CZ445661880.htm,上海彩虹鱼海洋科技股份有限公司,6000-12000
Python开发工程师,http://company.zhaopin.com/CZ487301230.htm,上海云吞信息技术有限公司,8001-10000
Python 软件工程师,http://special.zhaopin.com/pagepublish/34569311/index.html,上海声联网络科技有限公司,8000-15000
Python 后台开发工程师,http://company.zhaopin.com/CZ755807670.htm,北京中恒云科技有限公司,15001-20000
python开发工程师,http://company.zhaopin.com/CZ634192880.htm,上海津太网络科技有限公司,10001-15000
Python开发工程师,http://company.zhaopin.com/CC547768720.htm,上海云深网络技术有限公司,7000-14000
爬虫工程师（python语言）,http://company.zhaopin.com/CC216068016.htm,广州汇正财经顾问有限公司,10000-20000
python后台开发工程师,http://company.zhaopin.com/CZ573111930.htm,上海筑众信息科技有限公司,15000-20000
Java+人工智能开发实习生,http://company.zhaopin.com/CC689935929.htm,北京百知教育科技有限公司,7500-14000
Python工程师,http://company.zhaopin.com/CC399612635.htm,上海集钢电子商务有限公司,6000-8000
Python开发工程师,http://company.zhaopin.com/P7/CC1204/0666/CC120406665.htm,上海携宁计算机科技股份有限公司,8001-10000
